id,text,classification,rationale,query
4396,What happens when people do n't recycle packing materials ?,E,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",change direction [SEP] save earth [SEP] travel abroad [SEP] believe in god [SEP] waste paper
4397,What would a person working in an office need after a system crash ?,E,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",peaceful sleep [SEP] compliments [SEP] freedom from want [SEP] understand themselves [SEP] new computer
4398,What is a beaver likely to chew up ?,A,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",american forests [SEP] great outdoors [SEP] rocks [SEP] canada [SEP] pair of pants
4399,"If I take my heifer out East , where 's a place we might end up ?",A,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",new hampshire [SEP] dairy farm [SEP] farm field [SEP] texas [SEP] county fair
4400,Where are the boxes that ca n't be accessed while standing upright ?,D,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]",bungalow [SEP] garage [SEP] basement [SEP] attic [SEP] loft
4401,What is something that would become uninhabited if it did not have a queen ?,B,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",castle [SEP] bee hive [SEP] beehive [SEP] england [SEP] a drag show .
4402,Where is known to always have snow ?,B,"[0, 0, 0, 0, 1, 0, 0, 0]",africa [SEP] north pole [SEP] roof [SEP] canada [SEP] surface of earth
4403,Where might a teacher share her books ?,B,"[1, 1, 1, 1, 1, 1, 1, 1]",cabinet [SEP] classroom [SEP] shelf [SEP] bookbag [SEP] desktop
4404,Traders work on the floor of the stock what ?,D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",building [SEP] hallway [SEP] table [SEP] exchange [SEP] office
4405,How does someone go about getting in shape ?,E,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",losing weight [SEP] sweat [SEP] triangle [SEP] good health [SEP] exercise
4406,"Animals suffer from some of the same things man does , it is n't uncommon for a pet to what ?",D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",bathe [SEP] copulate [SEP] lick on face [SEP] die of cancer [SEP] bite
4407,Why does someone engage in chatting with friends when they want to workout ?,E,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",fun [SEP] agreement [SEP] cell phone [SEP] answers [SEP] inspiration
4408,what can get a prisoner in more trouble ?,B,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",dream of freedom [SEP] attempt to escape [SEP] do time [SEP] fast for days [SEP] scape jail
4409,What does a person get out of a pinata ?,C,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 0]",contraceptives [SEP] well fed [SEP] candies [SEP] own house [SEP] fairness
4410,The first or second floor is the safest from fire when you sleep where away from home ?,E,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",house [SEP] office building [SEP] parking space [SEP] school [SEP] hotel
4411,What 's a good game activity for two children to do together ?,C,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",reach over [SEP] running [SEP] play chess [SEP] watch television [SEP] listen to music
4412,What does every person talk out of ?,D,"[0, 0, 1, 0, 0, 0, 0, 0]",name [SEP] hide [SEP] mother and father [SEP] mouth [SEP] heart
4413,The president keeps his pajamas where ?,A,"[0, 0, 0, 0, 1, 1, 0]",white house [SEP] corporation [SEP] closet [SEP] country [SEP] government
4414,where are people likely to be joyous ?,D,"[1, 1, 1, 1, 1, 1, 1, 1]",convention [SEP] supermarket [SEP] theater [SEP] wedding [SEP] church
4415,"Living in a humid climate can be uncomfortable , it leads to a lot of what ?",B,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",sometimes bad [SEP] perspiration [SEP] reproducing [SEP] palpitations [SEP] hunger
4416,"He wanted a house that was gated off from other places , where should he start looking ?",B,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",neighborhood [SEP] subdivision [SEP] city [SEP] suburbs [SEP] street
4417,I house outside the center of a community is said to be where ?,B,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",city [SEP] subdivision [SEP] newspaper [SEP] residential area [SEP] street
4418,Where is the best place to keep a dish cloth ?,B,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]",laundry [SEP] kitchen [SEP] linen closet [SEP] fabric store [SEP] bedroom
4419,What is a sheep called during its first year of life ?,E,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0]",baby [SEP] ram [SEP] wolf [SEP] done [SEP] lamb
4420,What geological feature is made mostly of rock ?,D,"[0, 1, 1, 0, 0, 0, 0, 0, 0]",countryside [SEP] ground [SEP] street [SEP] mountain range [SEP] bridge
4421,Sally was a real estate agent but she was a bad one . She did n't do well because people knew that she would oversell some features of the homes she sold . They assumed that she was always doing what ?,D,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cover up [SEP] lie [SEP] manipulate [SEP] exaggerate [SEP] incompetent
4422,What becomes wet and dangerous when it rains ?,C,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",seattle [SEP] forest [SEP] street [SEP] air [SEP] cars
4423,"The hobbit was timid in front of the dragon , but what did he have to be to get the gold ?",E,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",mean [SEP] aggressive [SEP] bellicose [SEP] reckless [SEP] dauntless
4424,"The sensor would just the distance then set off an alarm , the installation expert explained it was called a what kind of sensor ?",D,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",near [SEP] closeness [SEP] here [SEP] proximity [SEP] this
4425,What kind of call are you on if you 're hearing several people over speakers ?,E,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]",desktop [SEP] headphones [SEP] connect [SEP] concert [SEP] conference
4426,"When there are group projects , how do people normally work on them ?",B,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",believe in god [SEP] work in teams [SEP] kiss each other [SEP] receive gifts [SEP] argue
4427,"The office needed lights , so where were they installed ?",B,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]",they were installed outside . [SEP] building [SEP] carnival [SEP] heat table [SEP] plane
4428,What is the opposite of deep ?,C,"[0, 0, 0, 1, 1, 1, 0]",frivolous [SEP] shallow [SEP] high [SEP] light [SEP] funny
4429,Sarah 's forgot her purse . She could n't be the clothes she wanted . She would have to drive all the way back where ?,B,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",house [SEP] home [SEP] handbag [SEP] restaurant [SEP] department store
4430,Where does a furnace usually heat ?,C,"[0, 1, 1, 1, 1, 1, 1]",basement [SEP] antarctic [SEP] house [SEP] cellar [SEP] heat building
4431,Where would you get a bag after someone fills it with clothes ?,C,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]",shopping cart [SEP] cashier [SEP] shopping mall [SEP] supermarket [SEP] bookstore
4432,"Joe found that he was stabbing a man to death . He did n't expect to be doing that , he was just angry . He was scared of the consequences Thecollapsed covered with what ?",A,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",knife wounds [SEP] knives [SEP] bleeding [SEP] law suit [SEP] jail time
4433,"Sam did n't want to do it because he felt that it was nonessential . But Joe insisted , because he believed that it was what ?",C,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",mandatory [SEP] essential [SEP] necessary [SEP] needed [SEP] required
4434,George liked hunting foxes . Where might he go to do so ?,C,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hen house [SEP] painting [SEP] virginia [SEP] california [SEP] lion 's den
4435,What event would soldiers be trained to use explosive devices ?,E,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",bomb [SEP] construction site [SEP] landmine [SEP] emergency [SEP] war
4436,"A person writes a check to a clerk , where does the clerk put them ?",A,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]",cash register [SEP] desk drawer [SEP] pay envelope [SEP] throw away [SEP] box
4437,Bob raised the curtain and people descended upon him like a hoard . He regretted his job on this of all days . Where does Bob work ?,E,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",theater [SEP] show [SEP] house [SEP] a stage hand [SEP] department store
4438,All the contestants had to wait turn for their chance to what on American Idol ?,C,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",have patience [SEP] stand in line [SEP] sing [SEP] get ready [SEP] get in line
4439,"The crab was when it saw something in the kitchen , what did it see ?",A,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",boiling water [SEP] pacific ocean [SEP] cold water [SEP] a huge knife [SEP] fish market
4440,"The potato was sliced and fried by the cook , what was he looking to make ?",C,"[0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",potatoes [SEP] root cellar [SEP] french fries [SEP] prince edward island [SEP] main course
4441,You go into a building . There were two guards at the entryway checking IDs . Where might you be .,E,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",department store [SEP] house [SEP] own home [SEP] when you pick tomato 's from your garden [SEP] office building
4442,A handsome prince is a stock character common to what ?,B,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]",england [SEP] fairy tale [SEP] castle [SEP] palace [SEP] court
4443,What could have a title on it which takes up a large percentage of the space ?,A,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",magazine article [SEP] safe deposit box [SEP] indicating accomplishment [SEP] indicating identity [SEP] library
4444,The tool was stored in what part of the house with the car ?,B,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",basement [SEP] garage [SEP] hardware store [SEP] living room [SEP] repair shop
4445,If you tape a television show to watch it again then you what when you watched it the first time ?,D,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",see again [SEP] watch again [SEP] reconsider [SEP] enjoyed [SEP] found interesting
4446,"There 's few places where a skyscraper just blends in , a panorama of what dense island is one of them ?",B,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",big city [SEP] manhattan [SEP] metropolis [SEP] large city [SEP] village
4447,What has an accelerator and is owned by most people ?,E,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",vehical [SEP] fuel system [SEP] accelerate [SEP] airplane [SEP] car
4448,"To avoid tripping while moving through your home , where should you have a light source ?",E,"[0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",street [SEP] sky [SEP] flashlight [SEP] books [SEP] hallway
4449,Some celebrities find going public useful after being caught at what ?,B,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",high heel shoes [SEP] getting high [SEP] problems [SEP] press coverage [SEP] wide acceptance
4450,What kind of store has jewelry and clothing ?,B,"[0, 0, 0, 1, 1, 1, 1, 1, 0]",suitcase [SEP] department store [SEP] safe deposit box [SEP] ring box [SEP] vault
4451,Where do you store mugs in your house ?,B,"[0, 0, 0, 1, 1, 1, 1, 1, 0]",bar [SEP] cupboard [SEP] cabinet [SEP] containing drink [SEP] refrigerator
4452,"The scientists dealt with many preserved specimens , so their what was equipped with cold storage ?",B,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",warehouse [SEP] laboratory [SEP] freezer [SEP] book store [SEP] refrigerator
4453,What is often the purpose of a shopping basket ?,B,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",grocery store [SEP] shop [SEP] carrying goods [SEP] to hold onto [SEP] supermarkets
4454,"If I am working in a ticket booth and a livestock competition is happening nearby , where am I likely to be ?",D,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",amusement park [SEP] auditorium [SEP] orpheum [SEP] fairgrounds [SEP] venue
4455,What type of structure has doorways that are connected to vehicles ?,A,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",airport [SEP] castle [SEP] library [SEP] every building [SEP] zoo
4456,"If playing the saxophone was n't enough , she also had to learn the choreographed moves on the field to perform with the what ?",D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",music store [SEP] actors [SEP] store sells instruments [SEP] marching band [SEP] orchestra
4457,John noticed a plate flanked by silverware set aside for him . Where was this plate ?,E,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]",resturant [SEP] in a train [SEP] kitchen [SEP] restaurant [SEP] table
4458,"If a lot of cargo trucks come and go every day , where would the forklift get the most use ?",A,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",loading dock [SEP] construction site [SEP] construction yard [SEP] warehouse [SEP] cargo
4459,You can find a protected forest in just about any what ?,B,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",temperate zone [SEP] national park [SEP] south africa [SEP] countryside [SEP] amazon basin
4460,The animals were in the back of the van . Sally and Jim were nervoud about that . They were afraid their pets might get hurt during the what ?,C,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",get cold [SEP] lie down [SEP] move [SEP] travel [SEP] feel pain
4461,"The small dog had died and , the family treasured him a lot , where did they decide to place it ?",A,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",coffin [SEP] denmark [SEP] bucket [SEP] basket [SEP] new hampshire
4462,Where is pavement usually found ?,A,"[1, 1, 1, 1, 1, 1]",ground [SEP] town [SEP] city block [SEP] a race track [SEP] driveway
4463,Where would be a good place for a weasel to hide ?,D,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]",children 's story [SEP] animated film [SEP] henhouse [SEP] mulberry bush [SEP] bank
4464,"If I am in an auditorium watching an amateur play , where am I likely ?",C,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]",crowd [SEP] street performance [SEP] high school [SEP] city [SEP] lights
4465,What is the opposite of pain ?,D,"[0, 0, 0, 1, 1, 1, 0]",feeling good [SEP] enjoyment [SEP] agony [SEP] pleasure [SEP] feel good
4466,"Sam lives in a ranch house , which is a bit of a sterotype where he lives . Everyone from out of state thinks he 's a cowboy . Where might he live ?",D,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",west [SEP] california [SEP] hawaii [SEP] texas [SEP] montana
4467,What might help someone locate the United States ?,E,"[0, 0, 0, 0, 1, 1, 1, 1, 0]",north america [SEP] northern hemisphere [SEP] western hemisphere [SEP] magnets [SEP] map
4468,Too much jogging for elderly people can lead to what ?,C,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",exhaustion [SEP] shortness of breath [SEP] heart attacks [SEP] blisters [SEP] diabetes
4469,What might cause someone to panic is they are having a heart attack ?,D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",could die [SEP] loss of life [SEP] recover [SEP] fear of death [SEP] health
4470,Sally noticed that the sword was straight . She wanted one with a different type of blade . What type of sword did she want ?,B,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",crooked [SEP] curved [SEP] bent [SEP] straightforth [SEP] broken
4471,"The people were building a backdrop for the play , their tools echoed in the empty what ?",D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",bodyshop [SEP] stage show [SEP] theatre [SEP] theater [SEP] photography studio
4472,Who is likely to use too much salt ?,B,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",shaker [SEP] fast food restaurant [SEP] kitchen cupboard [SEP] people [SEP] table
4473,"She considered a wig , her hair had begun to what up top ?",B,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",composted [SEP] thin out [SEP] curl [SEP] worn free [SEP] fall out
4474,"He needed to convert an inch measurement , to what system did he look ?",D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",liquid measure [SEP] centimeter [SEP] centimetre [SEP] metric [SEP] mile
4475,"After beginning work , what did the man do because he was tired ?",A,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",sitting down [SEP] procrastination [SEP] getting tired [SEP] stress [SEP] relax
4476,What type of door are canned good usually kept behind ?,B,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",supermarket [SEP] cabinet [SEP] cupboard [SEP] cabinet [SEP] pantry
4477,Where are trees likely to be very thick ?,B,"[0, 0, 1, 1, 1, 1, 1, 1, 0]",orchard [SEP] forest [SEP] state park [SEP] countryside [SEP] jungle
4478,What place would a person go to look at zebras ?,A,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",zoo [SEP] museum [SEP] hospital [SEP] desk [SEP] opera
4479,Where do people have screen savers of sunshine ?,E,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",street [SEP] glass [SEP] moon [SEP] summer [SEP] desktop
4480,If kids experience aging what will do ?,A,"[0, 0, 1, 0, 0, 0, 0, 0]",become adults [SEP] hatred [SEP] distracting [SEP] open door [SEP] wonder about
4481,"They had just moved in but had already gotten cable , wanting to use television they did what with the cord ?",B,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]",kill [SEP] plug in [SEP] switch on [SEP] sit on couch [SEP] open eyes
4482,Jill read the newspaper every morning and then threw it away . Where might she have read the paper ?,A,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",subway [SEP] street [SEP] floor [SEP] front door [SEP] trash
4483,Where might someone store guns in a loft ?,B,"[0, 0, 0, 1, 1, 0, 0, 0, 0]",frame house [SEP] hunting lodge [SEP] kitchen [SEP] ranch [SEP] city apartment
4484,You are seeking to provide yourself what when you 're applying for a job ?,C,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]",work [SEP] employment [SEP] income [SEP] hope [SEP] offer
4485,Where are you likely to find melted cheese ?,D,"[0, 0, 0, 0, 0, 0, 1, 1, 0]",refrigerator [SEP] bread [SEP] fridge [SEP] pizza [SEP] market
4486,"Like with owning a kitten , what is a common danger when participating in the sport of fencing ?",A,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",small cuts [SEP] puncture wound [SEP] competition [SEP] injury [SEP] panting
4487,"I was invited to a party but I 'm not a social person , so I decided to do what ?",B,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",meeting [SEP] stay home [SEP] medium [SEP] blowing off steam [SEP] studying
4488,The general decided to take to the only hill overlooking the field of battle that was entirely what ?,C,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",mountain [SEP] flat land [SEP] flat ground [SEP] won [SEP] pit
4489,"The cow farm was free range , it provided all the quality meat to t he bay area of where ?",D,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]",slaughter house [SEP] rural area [SEP] nursery rhyme [SEP] northern california [SEP] farmyard
4490,If you 're drinking what body part does most of the work ?,D,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",glass [SEP] swallowing [SEP] throat [SEP] mouth [SEP] use glass
4491,Joe is a philosopher who spends his day listening to music . He finds that it evokes a mental state that opens his thoughts and brings him closer to obtaining what ?,D,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]",ardor [SEP] relaxation [SEP] ability to play guitar [SEP] enlightenment [SEP] feeling better
4492,Danny sealed the small box and put it somewhere cozy and out of the way but easily accessible . Where might he put it ?,D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",cellar [SEP] car [SEP] garage [SEP] closet [SEP] post office
4493,"If you eat beans when eating dinner , what noise are you likely to make ?",D,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",become full [SEP] barf [SEP] indigestion [SEP] flatulence [SEP] become tired
4494,If you harm property after starting a fire where are you likely to end up ?,B,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",damage [SEP] going to jail [SEP] going to school [SEP] burns [SEP] destruction
4495,"If I wanted to store my chess pawn when I was n't using it , what would be a good place for that ?",E,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",chess set [SEP] strategy [SEP] toy store [SEP] chess game [SEP] small case
4496,What body of water is typically shallow water ?,D,"[0, 0, 0, 0, 0, 0, 1, 1, 0]",lake [SEP] aquariums [SEP] swimming pool [SEP] pond [SEP] childrens pools
4497,What does running after balls lead to ?,B,"[0, 0, 1, 1, 1, 0, 0, 0]",sweating [SEP] physical exertion [SEP] fitness [SEP] catching up with [SEP] sprinting
4498,Where can a person use pencils to keep score ?,D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",restaurant [SEP] cabinet [SEP] backpack [SEP] bowling alley [SEP] classroom
4499,How do people see the sky ?,E,"[1, 1, 1, 1, 1, 1, 1]",place on earth [SEP] photo [SEP] atmosphere [SEP] beautiful [SEP] looking up
4500,Where might be a well manicured lawn ?,D,"[0, 1, 1, 1, 1, 1, 1, 0]",ocean [SEP] michigan [SEP] north america [SEP] golf course [SEP] united states
4501,"The coach explained respect to the players before the game against the worst team in the league , he did n't want his players to what to the opponents ?",A,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",belittle [SEP] contemn [SEP] diss [SEP] castrate [SEP] disregard
4502,What do we call television that we enjoy watching a lot ?,B,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]",legal [SEP] entertaining [SEP] complex expensive and inflexible [SEP] obsolete [SEP] awesome
4503,Someone who does n't care about about someone else and wishes them to fail has what feeling towards them ?,C,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]",unfeeling [SEP] negligence [SEP] antipathy [SEP] indifferent [SEP] rapport
4504,If you need an item is it a good idea to wait for a sale before what ?,A,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",buying [SEP] clothing store [SEP] k mart [SEP] overpriced [SEP] expensive
4505,Where do people usually feel the most comfortable ?,D,"[0, 0, 0, 0, 0, 0, 1, 1, 0]",dance floor [SEP] headache [SEP] good things in life [SEP] own house [SEP] compliments
4506,Where is the closest place outside of one 's own home that a grill can be found ?,E,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",backyard [SEP] restaurant [SEP] these twos places are can not be found .. [SEP] barbeque [SEP] neighbor 's house
4507,Why do people want to play games ?,A,"[0, 0, 0, 1, 1, 1, 0, 0]",fun [SEP] keep score [SEP] try to win [SEP] attempt to win [SEP] bored
4508,Where would you get a keyboard if you do not have one ?,B,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",office [SEP] music store [SEP] school [SEP] classifieds [SEP] landfill
4509,"People from all countries enjoyed the music , what was the music like ?",A,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",universal [SEP] vocal or instrumental [SEP] soothing [SEP] artistic [SEP] enjoyable
4510,Where would you find a cottage that gets flooded often ?,E,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",desert [SEP] painting [SEP] fairy story [SEP] mountains [SEP] rural area
4511,Where could you find a nearby apple tree if you live in the United States ?,D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",washington state [SEP] desert [SEP] spain [SEP] woods [SEP] bible
4512,Why would a person stop buying products ?,D,"[0, 0, 0, 1, 1, 1, 0, 0]",comparison shopping [SEP] overstocking [SEP] spending money [SEP] running out of money [SEP] bankruptcy
4513,John is bringing suit against Seth . This problem has straight there relationship . What might be increasing between them ?,A,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",tensions [SEP] going to court [SEP] resentment [SEP] verdict [SEP] civility
4514,What is moving cars without looking likely to result in ?,D,"[0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0]",driving [SEP] getting tired [SEP] traffic [SEP] accidents [SEP] ticket
4515,Where do you buy a cheap book ?,E,"[0, 0, 0, 1, 1, 1, 1, 0]",desk [SEP] grocery shop [SEP] house [SEP] antique store [SEP] discount store
4516,"A person is cold , how can the fire help them .",D,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",provide comfort [SEP] hurt people [SEP] warm room [SEP] warm hands [SEP] emit heat
4517,What is something that studios spend a lot of money on ?,A,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",movies [SEP] pocket [SEP] trains [SEP] subway [SEP] carpet
4518,Where is likely the coziest plat to eat ?,D,"[0, 0, 0, 0, 1, 1, 1, 1, 0]",downtown [SEP] prison [SEP] city [SEP] own house [SEP] earing
4519,Billy was searching for leaves to add to his collection . Where might he have looked for them ?,E,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",compost pile [SEP] floral arrangement [SEP] trees [SEP] bathroom [SEP] forrest
4520,What causes hard breathing when you are sick,E,"[1, 1, 1, 1, 1, 1, 1, 1]",live [SEP] sigh [SEP] blood [SEP] respiration [SEP] cough
